Job Title;Company;Experience;Salary;Link
Senior PHP Developer;ТОО ЕСРК IT;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108506111?hhtmFrom=vacancy_search_list
Data Engineer;Axenix (ранее Accenture);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108055731?hhtmFrom=vacancy_search_list
VoIP инженер;ТОО МФО Деньги говорят;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108732482?hhtmFrom=vacancy_search_list
Аналитик документации/ IT-инженер;ТОО EAST LINK (ИСТ ЛИНК);Опыт 1-3 года;200 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/107920192?hhtmFrom=vacancy_search_list
Специалист по информационной безопасности;ТОО Small, ТМ (Скиф Трейд, ТОО);Без опыта;Not specified;https://almaty.hh.kz/vacancy/108160918?hhtmFrom=vacancy_search_list
Middle Backend Developer (Django, Python);ООО Гремамайнд;Опыт 3-6 лет;1 500 – 1 800 $ на руки;https://almaty.hh.kz/vacancy/107764131?hhtmFrom=vacancy_search_list
Middle front-end developer;ТОО Kulan Oil;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108355892?hhtmFrom=vacancy_search_list
PHP-разработчик;ТОО Alhadaya Kazakhstan;Опыт 1-3 года;500 000 – 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/108387708?hhtmFrom=vacancy_search_list
Менеджер по безопасности в Евразии / Security manager Eurasia;ТОО Нестле Фуд Казахстан;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/107632750?hhtmFrom=vacancy_search_list
Golang-разработчик;ТОО Butterfly Effect;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108587834?hhtmFrom=vacancy_search_list
IOS Developer (Middle);ТОО Arbuz Group (Арбуз Груп);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107504606?hhtmFrom=vacancy_search_list
Специалист по внедрению Бизнес-решений;АО Kcell;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108673214?hhtmFrom=vacancy_search_list
Специалист по разработке и поддержке 1С;ТОО Ферронордик Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108314846?hhtmFrom=vacancy_search_list
Специалист бизнес-процессов;АО Kolesa (АО Колеса);Опыт 1-3 года;500 000 – 700 000 ₸ на руки;https://almaty.hh.kz/vacancy/107483715?hhtmFrom=vacancy_search_list
Руководитель технического департамента;ТОО Аксель и А;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108355293?hhtmFrom=vacancy_search_list
Инженер-программист;ТОО АЛМАТЫЭНЕРГОСЕРВИС;Опыт 3-6 лет;380 000 – 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/108840253?hhtmFrom=vacancy_search_list
Руководитель сектора информационной безопасности (Отдел внутреннего контроля);ТОО Транспортный холдинг города Алматы;"Опыт более 6&nbsp;лет";800 000 – 1 100 000 ₸ на руки;https://almaty.hh.kz/vacancy/107744919?hhtmFrom=vacancy_search_list
Системный аналитик;АО «ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»;Опыт 3-6 лет;от 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/108772355?hhtmFrom=vacancy_search_list
Мобильный разработчик (React native);ТОО Mybuh.kz;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108846411?hhtmFrom=vacancy_search_list
Backend-разработчик PHP;АО Kolesa (АО Колеса);Опыт 1-3 года;1 100 000 – 1 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/107423148?hhtmFrom=vacancy_search_list
Middle Frontend-разработчик (Vue);ТОО Техинвест проект;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107676282?hhtmFrom=vacancy_search_list
PHP-разработчик;ТОО КАРАДА ПРО;Опыт 1-3 года;450 000 – 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/108524008?hhtmFrom=vacancy_search_list
PHP разработчик;ТОО OneVision;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107131433?hhtmFrom=vacancy_search_list
Бизнес-аналитик (продуктовая команда по логистике);ТОО Small, ТМ (Скиф Трейд, ТОО);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108515474?hhtmFrom=vacancy_search_list
Администратор 1С (ЗУП);Beeline, ТМ;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108673847?hhtmFrom=vacancy_search_list
Системный администратор;Фонд Общественный фонд «NNEF»;Опыт 3-6 лет;от 450 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107673277?hhtmFrom=vacancy_search_list
Пентестер (Penetration Tester);АО Home Credit Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108394056?hhtmFrom=vacancy_search_list
Go-разработчик;ALSECO, АО;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/105015944?hhtmFrom=vacancy_search_list
Java Trainee;Andersen;Без опыта;Not specified;https://almaty.hh.kz/vacancy/108411894?hhtmFrom=vacancy_search_list
Frontend Team Lead;Публичная Компания «Freedom Finance Global PLC»;Без опыта;Not specified;https://almaty.hh.kz/vacancy/108447504?hhtmFrom=vacancy_search_list
Администратор баз данных;Kaspi.kz;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108773305?hhtmFrom=vacancy_search_list
Оператор управления сетями;ТОО Inter Service (Интер Сервис);Без опыта;от 120 000 ₸ на руки;https://almaty.hh.kz/vacancy/106430337?hhtmFrom=vacancy_search_list
System Analysis Trainee;Andersen;Без опыта;Not specified;https://almaty.hh.kz/vacancy/107851699?hhtmFrom=vacancy_search_list
BI Аналитик (с опытом в BI администрировании), проект Chocofood;Chocofamily;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107957829?hhtmFrom=vacancy_search_list
Системный администратор;ТОО ИНТЕРКОМП КАЗАХСТАН;Опыт 1-3 года;от 300 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107968816?hhtmFrom=vacancy_search_list
Инженер систем технической безопасности;ТОО Гелиос;Опыт 3-6 лет;600 000 – 600 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107694513?hhtmFrom=vacancy_search_list
Дежурный специалист в г. Алматы (Servicedesk, Отдел операционной поддержки);Beeline, ТМ;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108455929?hhtmFrom=vacancy_search_list
Mobile Developer (FlutterFlow);ТОО INTELLIMARKET;Без опыта;300 000 – 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/108204893?hhtmFrom=vacancy_search_list
Сетевой Архитектор;ТОО Smart Solutions Personnel;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108581165?hhtmFrom=vacancy_search_list
Тестировщик ПО (Автоматизатор);ТОО Талисман качества;Без опыта;Not specified;https://almaty.hh.kz/vacancy/106548296?hhtmFrom=vacancy_search_list
Технический директор;ТОО Вираж;Опыт 3-6 лет;600 000 – 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/107769460?hhtmFrom=vacancy_search_list
Системный аналитик;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108273603?hhtmFrom=vacancy_search_list
QA Engineer;АО Home Credit Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/102321660?hhtmFrom=vacancy_search_list
Технический оператор (чаты);Crestaff Hiring Factory;Без опыта;Not specified;https://almaty.hh.kz/vacancy/108355667?hhtmFrom=vacancy_search_list
Customer Support Junior / Specialist;ТОО Intermode (Интермоде);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108387540?hhtmFrom=vacancy_search_list
QA Engineer (тестировщик ПО);ALSECO, АО;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/102433799?hhtmFrom=vacancy_search_list
Системный администратор;ТОО МТ-Фарм;Опыт 1-3 года;245 000 – 245 000 ₸ на руки;https://almaty.hh.kz/vacancy/107905797?hhtmFrom=vacancy_search_list
Frontend-разработчик VUE (middle/senior);ТОО Halyk Finservice;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107514934?hhtmFrom=vacancy_search_list
Специалист IT отдела;ИП Кипер.KZ;Опыт 1-3 года;от 200 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107651760?hhtmFrom=vacancy_search_list
Software tester/QA Engineer;Частная компания Global DTC Kazakhstan;"Опыт более 6&nbsp;лет";от 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/107765905?hhtmFrom=vacancy_search_list
Java разработчик;ИП AT Logistics;Опыт 3-6 лет;350 000 – 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/107885275?hhtmFrom=vacancy_search_list
Pre-Sales engineer (Пресейл инженер);ТОО Ruba Technology;Опыт 3-6 лет;от 650 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108771364?hhtmFrom=vacancy_search_list
IT-специалист (в отдел заботы о клиентах и партнерах) / Helpdesk / Support;ТОО Paloma365;Опыт 1-3 года;180 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/105977614?hhtmFrom=vacancy_search_list
Mobile QA Engineer;АО Kolesa (АО Колеса);Опыт 1-3 года;650 000 – 1 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/98703600?hhtmFrom=vacancy_search_list
Эксперт в Отдел контроля бизнес-проектов;АО Kcell;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108669932?hhtmFrom=vacancy_search_list
Специалист по технической поддержке;ТОО Сика Сентрал Эйша;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108521386?hhtmFrom=vacancy_search_list
Главный IT специалист антитеррористического отдела и видеомониторинга;Гос. корп. КазНМУ им. С.Д. Асфендиярова;Опыт 1-3 года;от 287 500 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108264354?hhtmFrom=vacancy_search_list
Junior L1 operations engineer;LifeStreet Corporation;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108878999?hhtmFrom=vacancy_search_list
QA инженер (Со знанием казахского языка);АО Home Credit Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107510318?hhtmFrom=vacancy_search_list
Программист 1С;ТОО МК-Золото ломбард;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108845785?hhtmFrom=vacancy_search_list
Бизнес-аналитик, Jusan Retail (middle);АО Jusan Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108188910?hhtmFrom=vacancy_search_list
Middle+/Senior разработчик С# (backend developer);СК Jusan Garant;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107977922?hhtmFrom=vacancy_search_list
Разработчик ПО;ТОО FUN&SUN;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107980609?hhtmFrom=vacancy_search_list
Инженер NOC;АО Kcell;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108047269?hhtmFrom=vacancy_search_list
Системный/Бизнес аналитик;ТОО Rocket Pharm;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108512263?hhtmFrom=vacancy_search_list
DevOps engineer;ТОО AVIATA.KZ;Без опыта;Not specified;https://almaty.hh.kz/vacancy/104874493?hhtmFrom=vacancy_search_list
Frontend-разработчик;ТОО Аврора Холдинг;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107832542?hhtmFrom=vacancy_search_list
DevOps инженер;Teez;Опыт 1-3 года;от 1 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/108107120?hhtmFrom=vacancy_search_list
Младший инженер ИТ поддержки;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108453624?hhtmFrom=vacancy_search_list
Ведущий менеджер Service Desk;АО Жилищный строительный сберегательный банк Отбасы банк;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106679323?hhtmFrom=vacancy_search_list
Java-разработчик;АО Bereke Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107756843?hhtmFrom=vacancy_search_list
Главный менеджер по проверке ИБ, Департамент защиты информационных систем;АО Jusan Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108630319?hhtmFrom=vacancy_search_list
Инженер технической поддержки (Informatica);DIS Group;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108860013?hhtmFrom=vacancy_search_list
Ведущий специалист по внутреннему контролю в области ИТ;AIR ASTANA, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108651686?hhtmFrom=vacancy_search_list
Middle QA Manual (ручное тестирование);АО Bereke Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107707699?hhtmFrom=vacancy_search_list
Разработчик BPM (ELMA);АО Банк ЦентрКредит;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108109451?hhtmFrom=vacancy_search_list
Head of SOC;Финансовый сервис О!Деньги (ОсОО Грин Телеком Сервис);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108708950?hhtmFrom=vacancy_search_list
DevOps-инженер;АО Jusan Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106072993?hhtmFrom=vacancy_search_list
Руководитель отдела бизнес анализа;ТОО Лореаль Казахстан;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/107574965?hhtmFrom=vacancy_search_list
Специалист по WMS;ТОО ALSER (Gulser Computers);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108500278?hhtmFrom=vacancy_search_list
Flutter-разработчик (стажер);ТОО U-FUTURE;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107587052?hhtmFrom=vacancy_search_list
Аналитик Антифрод;АО Jusan Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/105541860?hhtmFrom=vacancy_search_list
Middle-senior QA тестировщик;ТОО Bilim Land (Bilim Media Group);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108678186?hhtmFrom=vacancy_search_list
Методолог ИБ;Казтелепорт, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108705617?hhtmFrom=vacancy_search_list
Инженер-программист АСУ ТП;ТОО Aluminium of Kazakhstan;Опыт 3-6 лет;400 000 – 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/107805278?hhtmFrom=vacancy_search_list
Оператор технической поддержки;ТОО Aleks Asu;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108227321?hhtmFrom=vacancy_search_list
Разработчик С++;ТОО «Научно-Исследовательская Лаборатория «Гамма Технологии»;Опыт 3-6 лет;300 000 – 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/108059354?hhtmFrom=vacancy_search_list
Менеджер по информационной безопасности;АО Jusan Invest;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108496256?hhtmFrom=vacancy_search_list
Product Manager (NLP);Social Discovery Group;"Опыт более 6&nbsp;лет";до 15 000 $ до вычета налогов;https://almaty.hh.kz/vacancy/108799429?hhtmFrom=vacancy_search_list
Системный администратор (по работе с серверами);АО АБДИ Компани;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108053561?hhtmFrom=vacancy_search_list
Full Stack разработчик среднего уровня;ТОО QSCHOOL;Без опыта;600 000 – 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/108241850?hhtmFrom=vacancy_search_list
Junior Sales support;ТОО Glovo Kazakhstan;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108397317?hhtmFrom=vacancy_search_list
Помощник системного администратора;Частная компания “Automated Communication Solutions Ltd.”;Опыт 1-3 года;200 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/108247336?hhtmFrom=vacancy_search_list
Программист-консультант 1С;АО Электромонтаж;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108821837?hhtmFrom=vacancy_search_list
Data Engineer (финансовый сектор);ИП HR Компания «CHANGE» (ИП Куприянова);Опыт 3-6 лет;от 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/108533320?hhtmFrom=vacancy_search_list
Middle/Senior Frontend разработчик;АО Микрофинансовая организация KMF(КМФ);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/103751900?hhtmFrom=vacancy_search_list
Middle Front-end разработчик (Vue.js);АО TECHNODOM Operator (Технодом Оператор);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108184286?hhtmFrom=vacancy_search_list
Технический эксперт в Отдел продаж;ТОО Хайдельберг Материалз Казахстан;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108771710?hhtmFrom=vacancy_search_list
Back-end C# developer;ТОО Транспортный холдинг города Алматы;Опыт 3-6 лет;600 000 – 950 000 ₸ на руки;https://almaty.hh.kz/vacancy/107745701?hhtmFrom=vacancy_search_list
PL/SQL developer;Халык-Life, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108739610?hhtmFrom=vacancy_search_list
Администратор баз данных;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107843969?hhtmFrom=vacancy_search_list
IT менеджер;ТОО Tau Development;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108230690?hhtmFrom=vacancy_search_list
Data инженер;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107800540?hhtmFrom=vacancy_search_list
Middle Java developer;RedLab;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107926474?hhtmFrom=vacancy_search_list
Devops инженер;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107800567?hhtmFrom=vacancy_search_list
Senior PHP-разработчик;ТОО MP Solutions;Опыт 3-6 лет;до 1 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/107927378?hhtmFrom=vacancy_search_list
IT специалист в офис;ТОО Technical Engineering Support Company (TESCO);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107990223?hhtmFrom=vacancy_search_list
UI/UX дизайнер;Публичная Компания «Freedom Finance Global PLC»;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107079770?hhtmFrom=vacancy_search_list
Технический директор;ТОО Neptune Sanitary Ware;Опыт 3-6 лет;500 000 – 700 000 ₸ на руки;https://almaty.hh.kz/vacancy/108233118?hhtmFrom=vacancy_search_list
Инженер внедрения и поддержки программных решений;ТОО Smart Solutions Personnel;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108720946?hhtmFrom=vacancy_search_list
Специалист по информационным технологиям;АО Home Credit Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/105447803?hhtmFrom=vacancy_search_list
Программист 1С;ТОО KONSEL Trade;Опыт 1-3 года;от 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/108599948?hhtmFrom=vacancy_search_list
Специалист по IT;КАЗАХСТАНСКО-РОССИЙСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ;Опыт 1-3 года;300 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/107726905?hhtmFrom=vacancy_search_list
Системный аналитик;АО Банк ЦентрКредит;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108389402?hhtmFrom=vacancy_search_list
Специалист по IT;КАЗАХСТАНСКО-РОССИЙСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ;Опыт 1-3 года;300 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/107726905?hhtmFrom=vacancy_search_list
Системный администратор;ТОО Центр Красоты и Здоровья НикОль;Опыт 1-3 года;350 000 – 350 000 ₸ на руки;https://almaty.hh.kz/vacancy/107806463?hhtmFrom=vacancy_search_list
Middle Flutter разработчик;ТОО Tredo;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107768243?hhtmFrom=vacancy_search_list
Ведущий разработчик;АО Home Credit Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107846172?hhtmFrom=vacancy_search_list
Специалист службы поддержки пользователей в онлайн-чате (на русском языке);Liene;Без опыта;от 250 000 ₸ на руки;https://almaty.hh.kz/vacancy/107942657?hhtmFrom=vacancy_search_list
BI-Аналитик;ТОО Казфосфат;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107518256?hhtmFrom=vacancy_search_list
PHP Laravel разработчик;ТОО Компания ЭВРИКА;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106492881?hhtmFrom=vacancy_search_list
PL/SQL разработчик (Middle strong/Senior);АО Home Credit Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107928874?hhtmFrom=vacancy_search_list
Руководитель практики по защите приложений;Публичная Компания «Freedom Finance Global PLC»;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108852785?hhtmFrom=vacancy_search_list
QA инженер;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107703931?hhtmFrom=vacancy_search_list
Ведущий разработчик C/C++;ООО Мальт Систем;Опыт 3-6 лет;800 000 – 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/105319011?hhtmFrom=vacancy_search_list
Системный администратор с карьерным ростом до руководителя отдела IT;ИП Амраев Р.Р;Опыт 1-3 года;200 000 – 450 000 ₸ на руки;https://almaty.hh.kz/vacancy/106832351?hhtmFrom=vacancy_search_list
Middle data scientist;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107800577?hhtmFrom=vacancy_search_list
Аналитик Big Data;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107840164?hhtmFrom=vacancy_search_list
Системный администратор Центра цифровых услуг;Гос. корп. КазНМУ им. С.Д. Асфендиярова;Опыт 1-3 года;от 287 500 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107840109?hhtmFrom=vacancy_search_list
Сетевой инженер;ТОО Моторная компания Астана-Моторс;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108055902?hhtmFrom=vacancy_search_list
Бизнес-аналитик;ТОО Аврора Холдинг;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107832598?hhtmFrom=vacancy_search_list
Старший инженер (поддержка CRM);АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108759295?hhtmFrom=vacancy_search_list
Web QA Engineer;АО Kolesa (АО Колеса);Опыт 1-3 года;750 000 – 1 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/96146369?hhtmFrom=vacancy_search_list
Senior Back-End Разработчик (Golang);ТОО Prime Source;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108655458?hhtmFrom=vacancy_search_list
.net Разработчик;АО «ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107783640?hhtmFrom=vacancy_search_list
Консультант 1С;ТОО Кибернетика.com;Опыт 1-3 года;500 000 – 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/107923395?hhtmFrom=vacancy_search_list
SRE инженер (Senior);Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108675659?hhtmFrom=vacancy_search_list
Qlik sense developer;Kaspi.kz;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108732667?hhtmFrom=vacancy_search_list
Support Engineer;ТОО BTS Digital;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108317764?hhtmFrom=vacancy_search_list
Системный администратор / DevOps;АО Сәтті Жұлдыз;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/107866303?hhtmFrom=vacancy_search_list
Аналитик данных/ Data analyst;АО Bereke Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107696458?hhtmFrom=vacancy_search_list
Android developer (middle+), Jusan Business;АО Jusan Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108584145?hhtmFrom=vacancy_search_list
Специалист HelpDesk;ТОО Open Healthcare Kazakhstan (Оупен Хелскэйр Казахстан);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108226270?hhtmFrom=vacancy_search_list
Data Engineer AI (удаленно);LATOKEN;Опыт 3-6 лет;2 200 – 3 400 $ на руки;https://almaty.hh.kz/vacancy/108433560?hhtmFrom=vacancy_search_list
Data Software Engineering Trainee;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Без опыта;Not specified;https://almaty.hh.kz/vacancy/105325549?hhtmFrom=vacancy_search_list
Тестовик;ТОО РестоГруп;Опыт 1-3 года;до 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/108854133?hhtmFrom=vacancy_search_list
Presale / Технический менеджер по решениям Informatica, Dremio;DIS Group;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108859903?hhtmFrom=vacancy_search_list
Сетевой администратор;ТОО Carlsberg Kazakhstan;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108405885?hhtmFrom=vacancy_search_list
Системный аналитик;ТОО ЕСРК IT;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107696197?hhtmFrom=vacancy_search_list
Специалист технической поддержки;ТОО DASM Group of companies (MEGA DEVELOPMENT);Опыт 1-3 года;до 250 000 ₸ на руки;https://almaty.hh.kz/vacancy/108473508?hhtmFrom=vacancy_search_list
Менеджер SOC;АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107800652?hhtmFrom=vacancy_search_list
Linux администратор;АО Home Credit Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108274921?hhtmFrom=vacancy_search_list
Cистемный аналитик/System analyst;ТОО TechWorks;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108385482?hhtmFrom=vacancy_search_list
Java-разработчик;ТОО RNM KZ;Опыт 3-6 лет;700 000 – 900 000 ₸ на руки;https://almaty.hh.kz/vacancy/108233568?hhtmFrom=vacancy_search_list
Инженер программист по робототехнике;ТОО PSI ENGINEERING (ПИЭСАЙ ИНЖИНИРИНГ);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107669807?hhtmFrom=vacancy_search_list
DevOps-инженер;ТОО The Hive Company;Опыт 3-6 лет;от 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/108279294?hhtmFrom=vacancy_search_list
Erlang developer;EXANTE;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106414532?hhtmFrom=vacancy_search_list
Специалист поддержки клиентов со знанием Кыргызского языка;ТОО Telecontact;Без опыта;260 000 – 300 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107999928?hhtmFrom=vacancy_search_list
Менеджер службы сопровождения клиентов;ТОО KingFresh;Опыт 1-3 года;200 000 – 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/108237389?hhtmFrom=vacancy_search_list
Программист 1С;Alphior Business Partners;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108318396?hhtmFrom=vacancy_search_list
Security Manager;ТОО VF SERVICES (KAZAKHSTAN) LLP (ВИЭФ СЕРВИСИС (КАЗАХСТАН) ЛЛПИ);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108118545?hhtmFrom=vacancy_search_list
Эксперт в Информационную безопасность;АО Home Credit Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106654518?hhtmFrom=vacancy_search_list
